PlayerId,Name,Position,Tech1,Tech2,Tech3,Tech4,Tech5,Tech6,Tech7,Tech9,TechOB,TechOUT,Tech2i,Tech4i,Tech0,AverageEPA,TeamEPA,AdjEPA,DVOA,ScaledDVOA,AdjDVOAEPA,TackleForLossSolo,TackleForLossAssisted,SoloTackle,AssistedTackle,SoloSack,AssistedSack,Pressure,PassBreakup,Interception,ForcedFumble,KushRatiing,LeftSide,RightSide,count,DE,DT,DominantSide,DEPred,DTPred,Hybrid,RfPredPos,Team,MiniMaxCluster,LabelledPosition,Age,Age2,AvgSalary,CashEarning2019,TeamPayrollPrec,CapFigure2019,TeamCapPerc,coef.EPAridge.,coef.Sackridge.,coef.OffensiveYardageridge.,coef.Pressureridge.,RidgeRating,DefensiveScheme
3941,Chris Jones,DT,0.048022599,0.025423729,0.361581921,0.053672316,0.016949153,0.062146893,0.016949153,0.096045198,0.002824859,0.011299435,0.04519774,0.211864407,0.048022599,-0.118712723,-0.063883094,-5.332303465,-0.034,0.471428571,-0.062748154,0,1,13,10,7,0,32,2,0,1,17.20625,179,157,354,0,1,L,0.719679849,0.317521368,0,DE,Chiefs,4,DE_4,25,625,1557807,1299714,0.01,1982665,0.01,0.00341069,0.003900356,-0.129034522,0.004337524,0.096399761,4_3
1184,Justin Houston,DE,0,0,0.009118541,0.003039514,0.006079027,0.069908815,0.051671733,0.832826748,0.003039514,0.024316109,0,0,0,-0.044954863,-0.045334804,0.036950108,0.023,0.567226891,-0.019455256,2,3,13,9,6,0,24,1,0,2,16.78125,5,323,329,1,0,R,0.993571429,0.003910068,0,DE,Colts,5,DE_5,30,900,12000000,14000000,0.07,14000000,0.06,-0.00426572,0.013548053,-0.05498269,0.025368755,0.058618953,4_3
180,Arik Armstead,DE,0.030567686,0.017467249,0.115720524,0.082969432,0.024017467,0.152838428,0.122270742,0.266375546,0.004366812,0.026200873,0.043668122,0.102620087,0.010917031,-0.005730194,-0.010981889,0.510739028,-0.197,0.197478992,-0.004598601,2,0,16,12,3,3,32,2,0,1,16.6375,389,62,458,1,0,L,0.885235507,0.119677693,0,DE,49ers,5,DE_5,25,625,2460658,9046000,0.04,9046000,0.04,-0.048110587,7.63E-04,0.024034702,0.012623805,0.033622012,4_3
4284,Joey Bosa,DE,0,0,0.042553191,0.055851064,0.465425532,0.061170213,0.026595745,0.289893617,0,0.021276596,0,0.037234043,0,-0.009722282,0.037493822,-4.591871212,0.054,0.619327731,-0.003701003,3,1,17,8,4,1,36,0,0,0,16.4125,175,201,376,1,0,R,0.972426818,0.040683521,0,DE,Chargers,5,DE_5,24,576,6468421,3978230,0.02,8232538,0.04,0.021055,0.001611115,-0.040514928,0.017283406,0.014457605,4_3
6940,Nick Bosa,DE,0,0.004264392,0,0.034115139,0.012793177,0.147121535,0.076759062,0.648187633,0.008528785,0.057569296,0.002132196,0.008528785,0,-0.03631371,-0.010981889,-2.463575978,-0.197,0.197478992,-0.029142515,1,1,14,12,2,0,45,1,0,0,16,129,336,469,1,0,R,0.936359404,0.063333333,0,DE,49ers,5,DE_5,26,676,8387966,22916356,0.11,6100339,0.03,0.010691994,2.21E-04,-0.107178838,0.009551604,0.072190536,4_3
2739,Trey Flowers,DE,0.005524862,0.002762431,0.168508287,0.002762431,0.143646409,0.033149171,0.052486188,0.406077348,0.002762431,0.049723757,0.005524862,0.102209945,0.024861878,0.134443077,0.094832485,3.852218241,0.107,0.708403361,0.039203149,2,0,18,8,4,0,38,0,0,0,15.6375,31,321,362,1,0,R,0.948480663,0.050429799,0,DE,Lions,5,DE_5,26,676,18000000,28875000,0.14,6419000,0.03,0.049651849,-0.003150892,0.38279061,0.022125379,-0.332788908,Multiple Front
3661,Shaq Lawson,DE,0,0.007490637,0.037453184,0.037453184,0.258426966,0.205992509,0.149812734,0.280898876,0.003745318,0,0.003745318,0.014981273,0,-0.255558674,-0.173350596,-7.994918571,-0.115,0.335294118,-0.169871354,5,2,13,8,4,1,25,0,0,1,15.60625,145,121,267,1,0,L,0.925905292,0.047828014,0,DE,Bills,5,DE_5,25,625,2569744,1891955,0.01,3270586,0.02,-0.098535176,0.021423887,-0.59441621,0.022881776,0.560779721,4_3
753,Michael Bennett,DE,0.015151515,0.015151515,0.060606061,0.101010101,0.118686869,0.095959596,0.042929293,0.381313131,0.002525253,0.035353535,0.017676768,0.108585859,0.005050505,-0.065792364,-0.034475333,-3.045650973,0.03,0.578991597,-0.027699138,8,0,20,6,4,0,26,0,0,0,15.55,331,62,396,1,0,L,0.979099099,0.041402498,0,DE,Cowboys,5,DE_5,33,1089,8375000,3213489,0.02,3170956,0.02,-0.035130976,-0.002139414,-0.063852553,0.017971189,0.086443481,4_3
3534,Kenny Clark,DT,0.213075061,0.02905569,0.186440678,0.012106538,0.002421308,0,0.002421308,0,0.004842615,0,0.324455206,0.079903148,0.14527845,-0.095843843,0.005956612,-9.900320845,-0.011,0.510084034,-0.046955429,3,2,18,18,4,1,24,1,0,0,14.79375,184,167,413,0,1,L,0.018181818,0.988538682,0,DT,Packers,6,DT_6,23,529,2340412,1726588,0.01,2978707,0.02,-0.001393053,0.006532853,0.006540992,0.017712549,0.004181873,3_4
4248,DeForest Buckner,DT,0.038793103,0.012931034,0.743534483,0.017241379,0.00862069,0.00862069,0.002155172,0.012931034,0,0.004310345,0.049568966,0.086206897,0.015086207,-0.034814677,-0.010981889,-2.317791682,-0.197,0.197478992,-0.02793951,3,2,16,15,4,1,25,1,0,0,14.69375,189,268,464,0,1,R,0.171524064,0.860826211,0,DT,49ers,1,DT_1,25,625,4547749,2930589,0.01,5788044,0.03,0.003128813,0.001595965,-0.164324595,0.006791321,0.122610446,4_3
2765,Grady Jarrett,DT,0.103641457,0.011204482,0.599439776,0.039215686,0,0,0,0.005602241,0,0,0.06442577,0.117647059,0.058823529,-0.052180258,0.049629526,-9.901228111,0.045,0.604201681,-0.020652858,3,2,14,10,4,1,28,0,0,0,14.61875,173,163,357,0,1,L,0.0352657,0.971502347,0,DT,Falcons,2,DT_2,26,676,17000000,24518433,0.09,11000000,0.06,-0.010940191,0.007063799,0.091710983,-0.013742322,-0.057746727,4_3
709,DeMarcus Lawrence,DE,0,0,0.014367816,0.014367816,0.005747126,0.33045977,0.074712644,0.482758621,0.00862069,0.037356322,0,0.031609195,0,-0.056315963,-0.034475333,-2.124049882,0.03,0.578991597,-0.023709494,4,4,20,11,1,1,27,1,0,0,14.425,324,21,348,1,0,L,0.999315068,0.004177661,0,DE,Cowboys,5,DE_5,27,729,21000000,31116747,0.16,11100000,0.06,0.021473836,0.003750085,-0.181296738,0.018584623,0.121019916,4_3
6380,Sam Hubbard,DE,0.011111111,0.058333333,0.138888889,0.005555556,0.119444444,0.072222222,0.072222222,0.144444444,0.041666667,0.313888889,0.002777778,0.013888889,0.005555556,0.018795678,0.045318737,-2.579426525,0.134,0.753781513,0.004627843,0,2,19,12,5,1,25,1,0,0,14.1875,241,102,360,1,0,L,0.897297297,0.118778077,0,DE,Bengals,4,DE_4,24,576,904800,873874,0,872300,0,0.015231097,0.005807671,-0.045291316,0.02342288,0.027496946,4_3
1245,Sheldon Richardson,DT,0.049019608,0.034313725,0.575980392,0.019607843,0.026960784,0.068627451,0.024509804,0.044117647,0.007352941,0.029411765,0.031862745,0.075980392,0.012254902,-0.007870382,-0.017459661,0.932578727,0.06,0.629411765,-0.002916671,2,0,18,14,2,0,19,3,0,2,12.8125,247,153,408,0,1,L,0.749901381,0.269602529,0,DE,Browns,1,DE_1,28,784,12333333,13019253,0.07,9666666,0.04,0.008926716,0.00216098,-0.081829578,0.009831448,0.05598382,4_3
537,Calais Campbell,DE,0.027322404,0.005464481,0.240437158,0.076502732,0.207650273,0.090163934,0.128415301,0.046448087,0.013661202,0.032786885,0.030054645,0.079234973,0.021857923,0.067477738,-0.034027992,9.871658183,0.11,0.713445378,0.019336058,1,2,16,7,2,0,25,2,0,1,12.73125,191,162,366,1,0,L,0.882885305,0.094941283,0,DE,Jaguars,4,DE_4,32,1024,15000000,15000000,0.08,14500000,0.07,0.018368506,-0.001364602,-0.18879191,0.025109121,0.128820406,4_3
3242,Shelby Harris,DT,0.015873016,0.038095238,0.365079365,0.031746032,0.050793651,0,0.006349206,0,0,0,0.282539683,0.174603175,0.034920635,-0.017153686,0.043197374,-5.869274919,-0.037,0.466386555,-0.009153437,1,0,11,12,5,0,18,3,0,1,12.54375,8,296,315,0,1,R,0.375265957,0.614228723,1,Hybrid,Broncos,2,Hybrid_2,28,784,3095000,3095000,0.02,3095000,0.02,-0.003747088,-0.001612523,-0.013625558,-0.007366504,0.011318369,3_4
1050,Brandon Graham,DE,0.005633803,0.005633803,0.047887324,0.118309859,0.05915493,0.087323944,0.087323944,0.447887324,0.005633803,0.030985915,0.022535211,0.081690141,0,-0.169409315,6.96E-04,-16.54316584,-0.04,0.461344538,-0.091253253,4,2,12,8,3,1,22,0,0,0,12.5375,281,72,355,1,0,L,0.989111111,0.019041096,0,DE,Eagles,5,DE_5,31,961,13333333,13500000,0.06,3500000,0.02,-0.030674636,0.00643134,-0.316428861,0.018055279,0.275725772,4_3
259,Ndamukong Suh,DT,0.034934498,0.034934498,0.475982533,0.072052402,0.037117904,0.002183406,0.017467249,0.015283843,0.006550218,0.004366812,0.1069869,0.181222707,0.010917031,-0.149087952,-0.078124139,-6.901388772,-0.115,0.335294118,-0.099099639,4,0,16,8,2,0,21,5,0,0,12.5,343,107,458,0,1,L,0.396431925,0.551008772,1,Hybrid,Buccaneers,4,Hybrid_4,32,1024,9250000,9250000,0.05,9250000,0.05,-0.02209757,0.00317157,-0.107975037,0.016830894,0.108872356,4_3
842,Everson Griffen,DE,0,0,0,0.085561497,0.056149733,0.160427807,0.296791444,0.320855615,0,0.072192513,0,0.00802139,0,-0.052201757,-0.049257995,-0.286287407,-0.099,0.362184874,-0.03329507,2,0,11,8,3,1,28,0,0,0,12.1875,0,374,374,1,0,R,0.889102564,0.101364522,0,DE,Vikings,5,DE_5,31,961,14500000,7468750,0.04,7868750,0.04,-0.0038434,-0.003354567,0.087621119,0.041046621,-0.053288068,4_3
3427,Javon Hargrave,DT,0.118932039,0.082524272,0.390776699,0.009708738,0.004854369,0,0,0,0.014563107,0.004854369,0.160194175,0.065533981,0.148058252,-0.168382723,-0.194545929,2.54443002,-0.184,0.219327731,-0.131451722,1,1,18,25,2,0,22,0,0,1,11.925,326,19,412,0,1,L,0.026946632,0.963232323,0,DT,Steelers,2,DT_2,26,676,778564,2025000,0.01,2198314,0.01,-0.010593623,0.001140211,-0.098946327,-0.005151905,0.084085498,3_4
4700,Carl Lawson,DE,0,0.003636364,0.014545455,0.010909091,0.185454545,0.061818182,0.130909091,0.283636364,0.029090909,0.276363636,0,0.003636364,0,0.017016993,0.045318737,-2.7524076,0.134,0.753781513,0.004189898,1,1,12,4,4,0,26,0,0,0,11.775,32,235,275,1,0,R,1,4.44E-16,0,DE,Bengals,5,DE_5,24,576,763154,770330,0,808153,0,0.00356274,0.004667777,0.124178852,0.044942834,-0.083127282,4_3
4594,Ifeadi Odenigbo,DE,0.038461538,0.05982906,0.145299145,0.051282051,0.132478632,0.132478632,0.170940171,0.076923077,0.008547009,0,0.012820513,0.068376068,0.102564103,-0.041616047,-0.049257995,0.743196453,-0.099,0.362184874,-0.026543344,1,0,11,6,5,0,20,0,0,1,11.61875,19,189,234,1,0,R,0.751157407,0.232666667,0,DE,Vikings,4,DE_4,25,625,615000,695000,0,632500,0,0.004439107,0.015153606,-0.05704576,0.031765848,0.053863478,4_3
4469,Jonathan Allen,DE,0.034912718,0.251870324,0.109725686,0.296758105,0.032418953,0,0.009975062,0,0.024937656,0.004987531,0.079800499,0.124688279,0.029925187,0.060938212,-0.03577284,9.405365075,0.079,0.661344538,0.020637058,2,1,25,15,1,2,18,0,0,0,10.84375,6,373,401,1,0,R,0.596472663,0.427567568,1,Hybrid,Redskins,4,Hybrid_4,24,576,2899094,1519216,0.01,3162648,0.02,0.012458193,0.010004329,0.010073809,0.010808098,-0.012309361,3_4
755,Frank Clark,DE,0.00754717,0,0.003773585,0.00754717,0.01509434,0.041509434,0.01509434,0.426415094,0.026415094,0.456603774,0,0,0,-0.197557962,-0.063883094,-13.00017846,-0.034,0.471428571,-0.104423494,1,0,8,7,4,0,19,1,0,1,10.74375,88,170,265,1,0,R,0.953106509,0.042322643,0,DE,Chiefs,5,DE_5,26,676,20800000,17800000,0.1,6500000,0.03,-0.056018976,0.002119056,-0.199578779,0.007815503,0.208716464,4_3
4182,Stephen Weatherly,DE,0.036,0.012,0.016,0.096,0.068,0.184,0.14,0.156,0.188,0.012,0.036,0.056,0,-0.057538728,-0.049257995,-0.805319716,-0.099,0.362184874,-0.036699071,1,2,12,8,3,0,18,0,0,1,10.63125,175,28,250,1,0,L,0.848397436,0.138338055,0,DE,Vikings,4,DE_4,25,625,585000,720000,0,720000,0,-0.00118253,0.00305097,-0.040244853,0.025249648,0.039204067,4_3
4141,Matt Ioannidis,DE,0.027472527,0.225274725,0.151098901,0.291208791,0.054945055,0.005494505,0.010989011,0,0.010989011,0.010989011,0.041208791,0.14010989,0.03021978,0.118109115,-0.03577284,14.96536265,0.079,0.661344538,0.039998297,1,0,16,7,4,0,19,1,0,0,10.54375,343,6,364,1,0,L,0.640251572,0.31087344,0,DE,Redskins,4,DE_4,25,625,7250000,7025000,0.04,2525000,0.01,0.054703122,-4.54E-04,0.124857821,-0.018375628,-0.153167395,3_4
4825,Larry Ogunjobi,DT,0.516883117,0.051948052,0.14025974,0.005194805,0.01038961,0,0,0,0,0,0.212987013,0.025974026,0.036363636,-0.011821852,-0.017459661,0.548289474,0.06,0.629411765,-0.004381039,3,1,18,10,2,1,16,1,0,0,10.4875,120,251,385,0,1,R,-1.50E-15,1,0,DT,Browns,3,DT_3,25,625,976816,946989,0.01,1065591,0,0.006255788,-0.006832005,0.087924687,-0.027253698,-0.08242873,4_3
7239,Clelin Ferrell,DE,0,0,0.022292994,0.01910828,0.232484076,0.165605096,0.24522293,0.238853503,0,0.00955414,0.006369427,0.060509554,0,-0.032176471,0.05933668,-8.899857632,0.148,0.777310924,-0.007165349,3,2,13,14,2,1,14,2,0,0,10.46875,2,312,314,1,0,R,0.978644383,0.006868132,0,DE,Raiders,5,DE_5,22,484,7840204,21322864,0.11,5701966,0.03,-0.01740181,-0.009477033,-0.230879668,-0.021449267,0.180460728,4_3
226,Leonard Williams,DE,0.204204204,0.015015015,0.414414414,0.009009009,0.075075075,0.015015015,0.057057057,0.057057057,0.009009009,0.009009009,0.036036036,0.069069069,0.03003003,-0.035340604,0.037515596,-7.085427619,0.104,0.703361345,-0.010483389,1,1,10,15,0,1,26,2,0,0,10.375,37,283,333,1,0,R,0.411961302,0.605227882,1,Hybrid,Giants,2,Hybrid_2,25,625,4657717,3517647,0.02,3517647,0.02,0.007695395,4.33E-04,-0.15706238,0.007228958,0.11212513,3_4
2091,Jabaal Sheard,DE,0.00802139,0.013368984,0.010695187,0.06684492,0.016042781,0.211229947,0.056149733,0.537433155,0,0.021390374,0.013368984,0.045454545,0,-0.045801414,-0.045334804,-0.045378861,0.023,0.567226891,-0.01982162,0,0,8,4,3,0,25,2,0,0,10.25,369,5,374,1,0,L,0.980621172,0.016342593,0,DE,Colts,5,DE_5,30,900,8500000,7906250,0.04,7906250,0.03,-0.022630042,0.004333704,0.024669961,0.034957912,0.015033901,4_3
810,Gerald McCoy,DT,0.195906433,0.005847953,0.578947368,0.005847953,0.070175439,0,0.023391813,0.005847953,0,0,0.014619883,0.067251462,0.032163743,0.163691088,0.101310706,6.066631001,0.082,0.666386555,0.054609548,2,1,8,14,2,1,19,1,0,0,9.96875,112,219,342,0,1,R,0.076438356,0.932007576,0,DT,Panthers,2,DT_2,31,961,8000000,8022098,0.04,8000000,0.04,0.034378063,9.49E-04,0.093123928,-6.21E-04,-0.103901759,4_3
6976,Ed Oliver,DT,0.088461538,0.019230769,0.738461538,0.026923077,0.003846154,0,0,0,0,0,0.026923077,0.092307692,0.003846154,-0.179886323,-0.173350596,-0.635613999,-0.115,0.335294118,-0.119571497,1,1,12,13,4,0,11,1,0,1,9.85,118,141,260,0,1,R,0.115041783,0.903172348,0,DT,Bills,1,DT_1,21,441,4891289,12785503,0.07,3557301,0.02,-0.036362907,0.006096961,-0.11685889,0.035357814,0.135895009,4_3
5221,Vita Vea,DT,0.325183374,0.031784841,0.207823961,0.009779951,0,0,0,0.002444988,0.007334963,0,0.13202934,0.04400978,0.239608802,-0.136410156,-0.078124139,-5.668444891,-0.115,0.335294118,-0.090672633,1,0,12,6,2,0,20,3,0,0,9.59375,80,228,409,0,1,R,0.004492363,0.988795518,0,DT,Buccaneers,2,DT_2,24,576,3706060,1153829,0.01,3369145,0.02,-0.026075555,0.004464463,-0.115954023,0.007120242,0.117053364,4_3
7086,Christian Wilkins,DT,0.074698795,0.055421687,0.368674699,0.009638554,0.081927711,0,0.03373494,0.002409639,0.002409639,0.01686747,0.089156627,0.077108434,0.187951807,-0.004753342,0.044477373,-4.787796616,0.221,0.9,-0.000475334,1,0,13,19,2,0,20,1,0,0,9.59375,293,43,415,0,1,L,0.377374784,0.678976697,1,Hybrid,Dolphins,2,Hybrid_2,23,529,3859775,9743436,0.06,2807109,0.01,0.006370197,-0.001763668,-0.052667783,-0.019366554,0.027407168,Multiple Front
4399,Derek Barnett,DE,0,0,0,0.007462687,0.052238806,0.078358209,0.048507463,0.373134328,0.01119403,0.406716418,0,0.02238806,0,-0.110346511,6.96E-04,-10.79917668,-0.04,0.461344538,-0.059438751,3,0,12,0,3,0,18,0,0,0,9.35625,13,252,268,1,0,R,0.999442897,0.006321839,0,DE,Eagles,5,DE_5,23,529,3212693,1633252,0.01,3504756,0.02,-0.013703091,0.042421565,-0.125195225,0.019142439,0.133595902,4_3
1047,Vinny Curry,DE,0.024630542,0.014778325,0.113300493,0.02955665,0.073891626,0.049261084,0.157635468,0.428571429,0,0.004926108,0.034482759,0.068965517,0,-0.135382429,6.96E-04,-13.23397543,-0.04,0.461344538,-0.072924485,0,0,10,5,4,0,20,0,0,0,9.25,97,106,203,1,0,R,0.940700809,0.0757087,0,DE,Eagles,5,DE_5,31,961,2250000,2250000,0.01,2250000,0.01,-0.048524844,-0.005165387,-0.349918434,-0.007731817,0.306448022,4_3
439,Jadeveon Clowney,DE,0,0,0.012765957,0.004255319,0.191489362,0.076595745,0.29787234,0.191489362,0.038297872,0.174468085,0,0.012765957,0,-0.020525034,-0.001717194,-1.829104304,0.026,0.572268908,-0.008779195,2,2,10,3,1,0,14,0,0,2,9.15,91,135,235,1,0,R,0.920590829,0.08877551,0,DE,Seahawks,5,DE_5,26,676,15000000,8000000,0.04,8000000,0.04,-0.005903532,0.004690106,0.129811064,0.012257995,-0.086045214,4_3
2900,Jordan Phillips,DT,0.10031348,0,0.620689655,0.068965517,0.015673981,0.003134796,0,0,0,0,0.043887147,0.137931034,0.009404389,-0.095012809,-0.173350596,7.618524157,-0.115,0.335294118,-0.063155573,1,2,10,7,4,1,12,0,0,0,9.13125,180,136,319,0,1,L,0.088533333,0.909982639,0,DT,Bills,2,DT_2,26,676,4500000,4533749,0.02,4500000,0.02,-0.008477132,0.001389014,-0.118810956,-0.005502343,0.09690427,4_3
5022,Tarell Basham,DE,0,0,0.013937282,0.003484321,0.003484321,0.013937282,0.024390244,0.034843206,0.045296167,0.850174216,0,0.010452962,0,-0.15507876,-0.099928925,-5.363444211,-0.058,0.431092437,-0.088225479,0,2,6,6,1,0,15,5,1,0,9.0875,135,139,287,1,0,R,0.95229741,0.065255009,0,DE,Jets,4,DE_4,25,625,838964,687500,0,687500,0,-0.02153062,0.013579307,-0.302776572,0.024201604,0.261453104,3_4
1482,Mario Addison,DE,0.002873563,0,0.014367816,0,0.077586207,0.117816092,0.201149425,0.163793103,0.066091954,0.347701149,0,0.00862069,0,0.158174897,0.101310706,5.530169148,0.082,0.666386555,0.052769272,0,0,8,10,2,2,17,0,0,1,9.05,65,260,348,1,0,R,0.966539763,0.024208566,0,DE,Panthers,5,DE_5,31,961,7500000,7484316,0.04,10635418,0.06,0.027461059,-8.97E-04,0.2404545,0.00858186,-0.206104969,4_3
4754,Davon Godchaux,DT,0.179624665,0.037533512,0.35924933,0.00536193,0,0,0,0,0.029490617,0.008042895,0.147453083,0.069705094,0.163538874,-0.006976936,0.044477373,-5.004046082,0.221,0.9,-0.000697694,2,2,19,26,1,2,9,0,0,0,8.95,17,284,373,0,1,R,0.050872818,0.948873874,0,DT,Dolphins,2,DT_2,24,576,650484,645000,0,695484,0,0.002496891,-0.007529506,-0.074372149,-0.001749348,0.049080131,Multiple Front
5219,Marcus Davenport,DE,0.006451613,0,0.012903226,0.019354839,0.212903226,0.025806452,0.077419355,0.019354839,0.019354839,0.606451613,0,0,0,0.112760768,-0.047502664,15.58597549,-0.043,0.456302521,0.061307745,1,1,6,3,3,0,12,0,0,2,8.875,20,132,155,1,0,R,0.925024155,0.084711456,0,DE,Saints,4,DE_4,22,484,3435474,1104632,0.01,3123158,0.02,0.056598652,0.019209795,0.322587243,0.023776404,-0.282990086,Multiple Front
6307,Maurice Hurst,DT,0.089605735,0.172043011,0.534050179,0.014336918,0,0,0,0,0,0,0.068100358,0.050179211,0.071684588,-0.014146387,0.05933668,-7.146391831,0.148,0.777310924,-0.003150246,1,0,5,3,1,1,19,2,1,0,8.86875,160,99,279,0,1,L,0.13030303,0.844651385,0,DT,Raiders,1,DT_1,24,576,694762,570000,0,649761,0,0.004512042,0.002614992,0.012183866,0.005995446,-0.010843584,4_3
4424,Dalvin Tomlinson,DT,0.574324324,0.016891892,0.341216216,0,0.003378378,0,0,0,0,0,0.02027027,0.006756757,0.037162162,-0.01879624,0.037515596,-5.476451395,0.104,0.703361345,-0.005575691,1,3,8,22,2,0,11,0,0,1,8.8375,93,192,296,0,1,R,0.002601156,0.998789346,0,DT,Giants,3,DT_3,25,625,1143025,880646,0,1246937,0.01,-0.005328004,-0.001737176,-0.22162615,-0.042032448,0.160170917,3_4
